person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
-0.1110998520574892,-0.6141929319132354,-1.1708182612071658,0.05481802258861279,0.847229708515637,-0.19802569357608377,-1.0488054281268318,-0.36917993031282714,-0.7455343573004145,-0.46587195616035915,0.05305773642329436,0
0.21299118494103095,0.8063313894012686,-1.1708182612071658,-1.1836213929435941,-0.3098333887596111,0.6566061590523781,1.6419192578904807,-0.14785367908313607,0.19579991843059377,2.146512548730852,0.30078166521170596,0
-0.9213274445537897,-0.12515996883775043,0.919166927055772,0.3025059056950542,-0.8883649373972351,-1.0526575462045455,-0.09913789188542739,-1.2707589242925985,-0.18073379186180957,-0.46587195616035915,-0.4423901211535289,0
-0.9213274445537897,-0.3191430441910261,0.919166927055772,0.05481802258861279,-0.8883649373972351,1.51123801168084,-0.68476620590096,1.0987338829899773,-0.5572675021542128,-0.46587195616035915,-0.9378379787303521,0
1.6714008514343717,-0.10575389887443754,0.919166927055772,-1.1836213929435941,0.847229708515637,-0.19802569357608377,-1.3653612735406333,-0.5189006296740891,-1.4044683503121203,-0.46587195616035915,2.778020953095822,0
0.6991277404388112,1.0780939931675024,-1.1708182612071658,2.036321087440144,-0.3098333887596111,-1.0526575462045455,0.05914003082147333,-0.7988132415234042,-0.8396677848735152,-0.46587195616035915,0.7962295227885292,0
-0.5972364075552695,0.6510828296947654,-1.1708182612071658,-0.44055774362426997,-0.8883649373972351,-1.0526575462045455,0.05914003082147333,-1.6450606726957526,-0.6514009297273136,-0.46587195616035915,-0.9378379787303521,0
3.2918560364269727,0.8451435293278944,-1.1708182612071658,0.3025059056950542,-0.8883649373972351,-1.0526575462045455,-0.5739716600061295,-0.6848953180963574,-1.1220680675928176,-0.46587195616035915,2.034849166730587,0
-1.0833729630530498,0.359991780245072,0.919166927055772,-0.9359335098371527,1.425761257153261,0.6566061590523781,0.3756958762352748,0.30130841900064914,-0.2748672194349102,-0.46587195616035915,-0.9378379787303521,0
1.9954918884328918,0.2823675003918204,-1.1708182612071658,1.2932574381208197,-0.3098333887596111,-1.0526575462045455,1.6419192578904807,-1.5864743120761287,0.7606004838691987,-0.46587195616035915,2.034849166730587,0
-0.5972364075552695,-0.028129619021185954,-1.1708182612071658,0.7978816719079369,0.847229708515637,-0.19802569357608377,0.05914003082147333,0.3078180146250517,-0.18073379186180957,-0.46587195616035915,-0.4423901211535289,0
-0.7592819260545296,-0.3803109767153884,0.919166927055772,-0.44055774362426997,-0.8883649373972351,-0.19802569357608377,-0.447349321840609,-0.12832489220992788,-0.18073379186180957,-0.46587195616035915,-0.4423901211535289,1
-0.9213274445537897,-0.2415963886176278,0.22250519763479268,-0.6882456267307113,1.425761257153261,-0.19802569357608377,-1.2070833508337324,-0.017661766595082343,-1.2162014951659184,-0.46587195616035915,-0.6901140499419405,0
-0.5972364075552695,-0.3192206684708794,-1.1708182612071658,0.05481802258861279,0.847229708515637,1.51123801168084,2.0850974414698027,2.026351259467359,2.7374024629043157,-0.46587195616035915,-0.9378379787303521,0
-0.1110998520574892,-0.4938752981406955,0.919166927055772,-0.1928698605178286,-1.4668964860348592,0.6566061590523781,-0.2574158145923281,0.5844758286621655,0.2899333460036947,2.146512548730852,1.0439534515769409,1
-0.9213274445537897,-0.008723549057873058,-1.1708182612071658,0.3025059056950542,1.425761257153261,-0.19802569357608377,-1.1437721817509723,-0.017661766595082343,-1.2162014951659184,-0.46587195616035915,-0.9378379787303521,0
-0.7592819260545296,-0.08634782891112465,0.919166927055772,0.7978816719079369,-1.4668964860348592,-1.0526575462045455,0.3756958762352748,-1.7101566289397794,0.19579991843059377,-0.46587195616035915,-0.9378379787303521,0
-1.0833729630530498,0.5540524798782009,-1.1708182612071658,0.05481802258861279,1.425761257153261,-1.0526575462045455,0.850529644355977,-0.017661766595082343,-0.08660036428870868,-0.46587195616035915,-0.9378379787303521,0
2.9677649994284523,0.4259724181203358,-1.1708182612071658,-0.9359335098371527,0.26869815987801293,2.365869864309302,3.224698484959488,2.39088861443391,1.1371341941616018,-0.46587195616035915,2.5302970243074103,1
